Note-id	Note_jpn	Note	Registered	LastUpdated
Note-id_373	ウイルス、細菌、真菌等含有病原体の感染力があるのか、ないのか。何が含まれているのか分からない状態のものは、どのようなセイフティーレベルで取り扱うべきなのか？	Is there any harmful infectivity of zoonotic pathogens like viruses, bacteria, and fungi or not? How and with which biosafety level should we handle those samples including unknowns?	2021-10-13	
Note-id_374	病原性酵母や、好ケラチン性および二形性/二相性ヒト病原性真菌、重度の風土病性真菌症であるヒストプラスマ症や特に免疫不全患者で重度のクリプトコックス症をひきおこす真菌の増殖に最適；コウモリ（排泄物/グアノ）。	The most suitable substrate for fungal reproduction and dissemination; pathogenic yeasts and keratinophilic and dimorphic human pathogenic fungi (cause severe endemic mycoses (histoplasmosis) and fatal cryptococcosis (especially deadly in immunocompromised individuals)); bats (excreta/guano).	2021-10-13	
Note-id_375	コウモリの生活域は多様で、洞窟には洞窟の、都市部には都市部の種がおり、それぞれが種特異的な病原体をもっており、対策は多岐に渡る。	Various types of bats' species, in caves or urban and other places, harbor their own pathogens and they have a chance to cause each zoonoses. It needs widen surveillance and researches on the mechanisms of each infection.	2021-10-13	
Note-id_376	コウモリといった有力感染源がもつウイルス（など）をカタログ化していくことは有益だろう。	Cataloguing pathogens of bats is one of good approach for preventing zoonoses especially of bats' origin.	2021-10-13	
Note-id_377	コウモリの排泄物/グアノ由来微生物叢/マイクロバイオームからは、基質特異性拡張型βラクタマーゼを有する多剤耐性菌やカルバペネマーゼ産生株などもみつかった。	In microbiome of bats excreta/guano, they include multi-drug-resistant bacteria as environmental reservoirs of extended spectrum β-lactamases and carbapenemase-producing strains.	2021-10-13	
Note-id_378	コウモリの排泄物/グアノ由来微生物叢/マイクロバイオームからは、真核生物ウイルス（脊椎動物ウイルス（ヒトがもつものと異なる新規を含む）、昆虫ウイルス、マイコウイルスに属する）、寄生虫ウイルス、原核生物と相同な微生物もみつかった。	In microbiome of bats excreta/guano, they include eukaryotic viruses (belong to vertebrate virus families (novel and genetically divergent to human viruses), insect virus, and mycovirus), parasites, and homologous to prokaryotic microorganisms.	2021-10-13	
Note-id_379	レトロウイルスが最も多く同定された（中国（雲南省））。	Retroviruses are most frequently identified in their fecal microbiome (in China (Yunnan)).	2021-10-13	
Note-id_380	コウモリの排泄物/グアノ由来ウイルス叢には、ヒトのもつウイルスと異なる新規ウイルスが含まれることから、直接的或いは間接的にヒトへ伝播する可能性がある（カグラコウモリ；レトロウイルス、中国（雲南省））。	Bat virome of novel and genetically divergent to humans' may transmit to humans directly or indirectly (hipposideridae, retroviruses, in China (Yunnan)).	2021-10-13	
Note-id_381	排泄物/グアノ由来微生物叢/マイクロバイオームからは、基質特異性拡張型βラクタマーゼを有する多剤耐性菌やカルバペネマーゼ産生株などもみつかった。	In microbiome of excreta/guano, they include multi-drug-resistant bacteria as environmental reservoirs of extended spectrum β-lactamases and carbapenemase-producing strains.	2021-10-13	
Note-id_382	基質特異性拡張型βラクタマーゼを有する多剤耐性菌やカルバペネマーゼ産生株などもみつかった；コウモリ（排泄物/グアノ）。	Including multi-drug-resistant bacteria as environmental reservoirs of extended spectrum β-lactamases and carbapenemase-producing strains; bats (excreta/guano).	2021-10-13	
Note-id_383	保菌/媒介する様々なウイルス、寄生虫、原核生物のコンティグは排泄物由来微生物叢/マイクロバイオームからも検出されるが、既知のものとアミノ酸相同性が低く、未知なものがある。	Various viruses, parasites and homologous to prokaryotic microorganisms are also detected in microbiome of their excreta but some of them are novel and unknown with low amino acid identity.	2021-10-13	
Note-id_384	コウモリが保菌/媒介する様々なウイルス、寄生虫、原核生物のコンティグが、排泄物由来微生物叢/マイクロバイオームからも検出されるが、既知のものとアミノ酸相同性が低く、未知なものがある。	Various viruses, parasites and homologous to prokaryotic microorganisms are also detected in microbiome of bats' excreta but some of them are novel and unknown with low amino acid identity.	2021-10-13	
Note-id_385	様々なウイルス、寄生虫、原核生物（のコンティグ、但し既知のものとアミノ酸相同性が低く、未知なものがある）；コウモリ（排泄物由来微生物叢/マイクロバイオーム）。	Mixtures of viruses, parasites and homologous to prokaryotic microorganisms (just contigs but novel and unknown with low amino acid identity); bats (microbiome of excreta/guano).	2021-10-13	
Note-id_386	ヒトや動物に主要な人獣共通感染症を伝播させることが出来る。	Transmitters of major zoonoses.	2021-10-13	
Note-id_387	ヒトや動物に主要な人獣共通感染症を伝播；蚊。	Transmitters of major zoonoses; mosquitos.	2021-10-13	
Note-id_388	多様なウイルスを媒介する；高病原性（デング、チクングニ、ジカウイルス）。細菌、植物、昆虫、哺乳類ウイルス。新規（ラブドウイルス、トティウイルス、イフラビリダエ、サーコウイルス、ソレモビリダエ科、南フランス）。	Vectors for significantly diverse viruses; highly pathogenic (Dengue, Chikungunya, and Zika viruses) for humans. Bacterial, botanical, insects, and mammalian viruses. Novel (members of the Rhabdoviridae, Totiviridae, Iflaviridae, Circoviridae, and Solemoviridae families (in France (South))).	2021-10-13	
Note-id_389	伝播；ヤブカ。	Transmitters; Aedes.	2021-10-13	
Note-id_390	デングウイルス、dengue virus.	Dengue virus.	2021-10-13	
Note-id_391	チクングニアウイルス、chikungunya virus.	Chikungunya virus.	2021-10-13	
Note-id_392	ジカウイルス、zika virus.	Zika virus.	2021-10-13	
Note-id_393	2004年から、南フランスで発生が報告されている。	Since 2004, has been reported in the South of France.	2021-10-13	
Note-id_394	蚊と関連するウイルスの包括的調査；南フランスに、ヒトスジシマカが生息するようになっており、デング熱、チクングニア熱、ジカウイルス感染症が発生するようになった。	Need for a comprehensive survey of the mosquitoes and their associated viruses; in cases of the South of France, Aedes albopictus has been encountered and Dengue, Chikungunya, and Zika diseases have been reported. 	2021-10-13	
Note-id_395	ハイスループット法などで様々な種、地域、年（あるいはそれより短いスパン）での蚊などの節足動物検査を網羅的におこなうと、対策への多くのヒントがえられるかもしれない。	Comprehensive screenings of arthropod vectors such as mosquitoes from different species, places or years (or less shorten spans) may present us many hints of preventing zoonoses.	2021-10-13	
Note-id_396	2004年から、南フランスでヒトスジシマカをみかける。数種の蚊から（ヒトスジシマカ、アカイエカ、ハボシカ属の1種）主要人獣共通感染症ウイルス（デング、チクングニ、ジカウイルスなど）自体はまだ見つかっていないが、新規ウイルスは見つかっている（ラブドウイルス、トティウイルス、イフラビリダエ、サーコウイルス、ソレモビリダエ科）。	Since 2004, Aedes albopictus has been encountered in the South of France. No major zoonotic viruses has been detected yet but novel members of the Rhabdoviridae, Totiviridae, Iflaviviridae, Circoviridae, and Sobemoviridae families in several mosquitoes (Aedes albopictus, Culex pipiens and Culiseta longiareolata).	2021-10-13	
Note-id_397	節足動物ベクター試料の研究をしないことには対策へのヒントは見つからないが、採取者/研究者の感染予防対策だけでなく、可能な限りの機械化/自動化（採取や輸送にも万全を期す）、採取場の環境保全/汚染防止や、試料の持ち出しによる外部への汚染がないよう細心の注意が必要となる。救おうとして行ったはずの研究が、アウトブレイクのきっかけにならないような技術開発や、遵守項目、世界規模での普及が必要だ。	Comprehensive screenings of various arthropod vectors such as mosquitoes from different hosts or places are needed and important but there are also many cautions; suitable PPEs for samplers and researchers, automation as possible at sampling (and remember the case of Reston ebolavirus, had sent for first research sample easily but of course, nobody with malice at that time), environmental preservation and preventing of pollution at sampling areas, and foreclose secondary pollution for taking sample out. We have just researched for preventing zoonoses and kept developments of new technologies for avoiding any zoonotic outbreaks, making safe protocols and sharing in the globe and doing strict compliance provided above. Please never ever open Pandora's box and as One Health.	2021-10-13	
Note-id_398	節足動物ベクター試料中のウイルス、細菌、真菌等含有病原体の感染力があるのか、ないのか。何が含まれているのか分からない状態のものは、どのようなセイフティーレベルで取り扱うべきなのか？	Is there any harmful infectivity of zoonotic pathogens like viruses, bacteria, and fungi included in arthropod vectors such as mosquitoes or not? How and with which biosafety level should we handle those samples including unknowns?	2021-10-13	
Note-id_399	小さく、気付きにくい節足動物ベクターが人獣共通感染症病原体を有している場合、多くの動物にとって直接危険です。どうか気をつけて研究をしてください。	When arthropod vectors, such as mosquitoes, harbored zoonotic pathogens are directly harmful for most animals. They are so tiny and usually hard to notice. Need further information but please caution them.	2021-10-13	
Note-id_400	SARS-CoV-2はまず嗅球に達し、そこから中枢神経系の海馬、視床、延髄などへ急速に広がる（アカゲザルでの実験）。	SARS-CoV-2 invades the olfactory bulb, then rapidly spread to the central nervous system, such as hippocampus, thalamus, and medulla oblongata (experimentally in rhesus monkey).	2021-10-13	
Note-id_401	実験上、SARS-CoV-2はまず嗅球に達し、そこから中枢神経系の海馬、視床、延髄などへ急速に広がる。	SARS-CoV-2 experimentally invades the olfactory bulb, then rapidly spread to the central nervous system, such as hippocampus, thalamus, and medulla oblongata.	2021-10-13	
Note-id_402	SARS-CoV-2は、中枢神経系のニューロン、ミクログリア、星状膠細胞（アストロサイト）を標的とすることによって、炎症を誘発するのではないか。	SARS-CoV-2 may target neurons, microglia, and astrocytes in the central nervous system and induces the inflammation.	2021-10-13	
Note-id_403	SARS-CoV-2の素材の違いによる不活化は、銅＞ティッシュペーパー＞紙（3時間）＞木（材）＞綿＞紙幣＞段ボール＞（ブタ）皮＞ステンレス鋼＞ガラス＞プラスチック（7日）＞ポリプロピレン（製マスク）の順で早い（表面）。	Inactivated ability to SARS-CoV-2 of materials (on the surface); copper > tissue > paper (3 h) > wood > banknote > cardboard > pig skin > stainless steel >  glass > plastic (7 d) > polypropylene (mask).	2021-10-13	
Note-id_404	素材の違いによる不活化の早さ。SARS-CoV-2では、銅＞ティッシュペーパー＞紙（3時間）＞木（材）＞綿＞紙幣＞段ボール＞（ブタ）皮＞ステンレス鋼＞ガラス＞プラスチック（7日）＞ポリプロピレン（製マスク）の順で早い（表面）。	Inactivated ability of materials; in case of SARS-CoV-2 (on the surface of them), copper > tissue > paper (3 h) > wood > banknote > cardboard > pig skin > stainless steel >  glass > plastic (7 d) > polypropylene (mask).	2021-10-13	
Note-id_405	SARS-CoV-2は吸水性多孔質素材上での乾燥によって不活化される可能性があり、防水表面上の微小液滴が長時間持続する素材上では保護される可能性がある。	Water absorbent porous materials may inactivate SARS-CoV-2 by dryness, but materials which surfaces are waterproofed, may shelter virus by keeping long-persisting micro-droplets of water.	2021-10-13	
Note-id_406	素材の違いによる不活化の程度。SARS-CoV-2では、吸水性多孔質素材上での乾燥によって不活化される可能性があり、防水表面上の微小液滴が長時間持続する素材上では保護される可能性がある。	Inactivated ability of materials; in case of SARS-CoV-2, water absorbent porous materials may inactivate virus by dryness, but materials which surfaces are waterproofed, may shelter it by keeping long-persisting micro-droplets of water.	2021-10-13	
Note-id_407	哺乳類の新生児は母乳から、栄養素だけでなく、抗体や微生物叢/マイクロバイオームを獲得する。	From mammalian milk neonates obtain not only nutrients but antibodies, and microbiota.	2021-10-13	
Note-id_408	さまざまな人獣共通感染症のキャリアや感染源としてあげられるコウモリが、種毎に様々な微生物叢/マイクロバイオームをもち、強力な免疫システムを獲得してこれたのは、母乳による垂直/母子伝播もあるか。	Bats are reservoirs/carriers of various zoonoses and their robust immune systems may come from species-specific microbiome. One of the vertical transmission routes of specific microbiome is their milk?	2021-10-13	
Note-id_409	母乳を通じて、哺乳類の親から新生児へ移行できる。	Transmitted from mammalian mother to their neonates via milk.	2021-10-13	
Note-id_410	哺乳類の新生児は母乳から、栄養素、抗体、微生物叢/マイクロバイオームを獲得できるのに、なぜ、様々な病原体への強力な免疫システムを獲得してこれたのはコウモリだけなのか。	Every mammalian neonates obtain nutrients, antibodies, and microbiota via milk why only bats in mammals have robust immune systems for various zoonoses?	2021-10-13	
Note-id_411	親バトは、素嚢（そのう）で作ったピジョンミルク/素嚢（そのう）乳を吐き戻して、ヒナバトに与える。	Parent pigeons regurgitate pigeon milk from their crops and feed their squabs.	2021-10-13	
Note-id_412	ピジョンミルク/素嚢（そのう）乳には多量の微生物叢/マイクロバイオームが存在する；主に、ラクトバシラス属、エンテロコッカス属、ベイロネラ属、ビフィドバクテリウム属/ビフィズス菌。	Abundant microbiota in pigeon milk; dominants are Lactobacillus, Enterococcus, Veillonella, and Bifidobacterium.	2021-10-13	
Note-id_413	ヒナバトは、親バトからうけとるピジョンミルク/素嚢（そのう）乳から、成長などに重要な、親バト由来微生物叢/マイクロバイオームを獲得する。	From pigeon milk pigeons' squabs obtain microbiota vertically, that are important for their growth.	2021-10-13	
Note-id_414	ヒナバト内の（親バトからうけとった）ピジョンミルク/素嚢（そのう）乳の微生物は、炭水化物、アミノ酸、エネルギーといった代謝に深く関わるものが多い。	Microbes in pigeons' squabs fed as pigeon milk are more involved in the pathways of carbohydrate metabolism, amino acid metabolism, and energy metabolism.	2021-10-13	
Note-id_415	ピジョンミルク/素嚢（そのう）乳を通じて、親バトからヒナバトへ伝わる。	Transmitted from parent pigeons to their squabs via pigeon milk.	2021-10-13	
Note-id_416	親バトからうけとったピジョンミルク/素嚢（そのう）乳由来微生物叢/マイクロバイオームには、ラクトバシラス属、次いでビフィドバクテリウム属/ビフィズス菌が豊富だった。	In microbiome of pigeon milk, dominants are Lactobacillus and followed by Bifidobacterium.	2021-10-13	
Note-id_417	ラクトバシラス属、次いでビフィドバクテリウム属/ビフィズス菌が豊富だった；ハト（ピジョンミルク/素嚢（そのう）乳）。	Including Lactobacillus dominantly and followed by Bifidobacterium; pigeons (pigeon milk).	2021-10-13	
Note-id_418	ピジョンミルク/素嚢（そのう）乳を使うハト以外の鳥類は、どうやって人獣共通感染症病原体を保持する免疫システムを垂直/母子伝播しているのか。	Pigeons obtain one of the vertical transmission routes of their microbiome via pigeon milk but other birds, don't have this way. How birds excluding pigeons transmit their essential microbiome to offspring or have other ways to live with various zoonotic pathogens?	2021-10-13	
Note-id_419	サハラ以南のアフリカ諸国（コンゴ共和国、ガボン共和国）。輸入（ヨーロッパやアメリカ）。	Sub-Saharan African countries (Republic of the Congo and Gabon). Travel related; Europe and America.	2021-10-22	
Note-id_420	フィロウイルス（科）はマイナス鎖RNAウイルス；エボラウイルス、マールブルグウイルス（クウェバウイルス、今のところコウモリのみ）。	Filoviridae viruses are negative-strand RNA viruses; Ebola virus and Marburg virus (also Cuevavirus but only exists in bats thus far).	2021-10-22	
Note-id_421	ヒトや霊長目に高病原性。	Serious for humans and primates.	2021-10-22	
Note-id_422	クウェバウイルスの宿主（感染源）（スペイン）。	Reservoirs/hosts for Cuevavirus (in Spain). 	2021-10-22	
Note-id_423	フィロウイルス（科）の中でマールブルグウイルスがもっとも悪性。	Marburgvirus is the most virulent in Filoviridae.	2021-10-22	
Note-id_424	ヒト同様フィロウイルス（科）のエボラウイルス病やマールブルグ病を発症し、深刻。	Serious symptomatic against Ebola virus disease and Marburg virus disease, same as humans.	2021-10-22	
Note-id_425	自然宿主（感染源）－フルーツコウモリ。	Natural animal reservoir/host; fruit bats.	2021-10-22	
Note-id_426	エボラウイルスの自然宿主（感染源）。	Natural reservoir/host for Ebola virus.	2021-10-22	
Note-id_427	発熱、倦怠感、頭痛、下痢、嘔吐。	Fever, malaise, headache, diarrhea, and vomiting.	2021-10-22	
Note-id_428	多臓器不全（急速な進行）、ショック、死。	Multi-organ system failure (quickly progress), shock, death.	2021-10-22	
Note-id_429	モノネガウイルス目フィロウイルス科ザイールエボラウイルス/エボラウイルスザイール、Zaire ebolavirus、Ebola-Zaire、ZEBOV。（亜型名は発見された地形に由来）	Mononegavirales order Filoviridae family Ebola virus, Zaire ebolavirus, Ebola-Zaire or ZEBOV. (A subtype was named from discovered topography.)	2021-10-22	
Note-id_430	致死率は25～90%（ザイールエボラウイルス/エボラウイルスザイール）と株により違いがあるが、平均でおよそ50%。	Case fatality rate; ranges from 25% to 90% (Zaire ebolavirus), different between strains, and average is about 50%.	2021-10-22	
Note-id_431	致死率およそ90%。	Case fatality rate; to 90%.	2021-10-22	
Note-id_432	早期確定。	Early identification of disease.	2021-10-22	
Note-id_433	医療を受け、容体を安定化する。	Access to healthcare for patient stabilization.	2021-10-22	
Note-id_434	ウイルスの死滅方法；高線量ガンマ線照射、高線量紫外線照射、摂氏60度（華氏140度）の熱処理30分以上。	Disinfection method; high doses of gamma irradiation, high doses of ultraviolet irradiation, or heating 60 degrees Celsius (140 degrees Fahrenheit) for 30 minutes or more.	2021-10-22	
Note-id_435	ウイルスの早期発見。	Early detection of the virus.	2021-10-22	
Note-id_436	エボラワクチン。	Ebola vaccines.	2021-10-22	
Note-id_437	迅速測定；免疫測定法、リアルタイムPCR。	Rapid testing; immunoassays or real-time PCR.	2021-10-22	
Note-id_438	（以前は電子顕微鏡観察）	(Electron microscope, previously.)	2021-10-22	
Note-id_439	効果的な予防法なし。	No specific and effective prophylaxis treatment.	2021-10-22	
Note-id_440	モノネガウイルス目フィロウイルス科スーダンエボラウイルス/エボラウイルススーダン、Sudan ebolavirus、SEBOV。（亜型名は発見された地形に由来）	Mononegavirales order Filoviridae family Ebola virus, Sudan ebolavirus or SEBOV. (A subtype was named from discovered topography.)	2021-10-22	
Note-id_441	モノネガウイルス目フィロウイルス科タイフォレストエボラウイルス/エボラウイルスタイフォレスト/アイボリーコーストエボラウイルス、Tai Forest ebolavirus、Ivory Coast ebolavirus、ICEBOV。（亜型名は発見された地形に由来）	Mononegavirales order Filoviridae family Ebola virus, Tai Forest ebolavirus, Ivory Coast ebolavirus or ICEBOV. (A subtype was named from discovered topography.)	2021-10-22	
Note-id_442	モノネガウイルス目フィロウイルス科レストンエボラウイルス/エボラウイルスレストン、Reston ebolavirus、REBOV、RESTV。（亜型名は発見された地形に由来）	Mononegavirales order Filoviridae family Ebola virus, Reston ebolavirus, REBOV or RESTV. (A subtype was named from discovered topography.)	2021-10-22	
Note-id_443	アジアではサルに高病原性だが、アフリカのヒトやサルでは高病原性ではないと考えられている。	Serious for Asian monkeys but not African monkeys and humans.	2021-10-22	
Note-id_444	アジアのサルでは高病原性だが、アフリカのヒトやサルでは高病原性ではないと考えられているが、変異の早いウイルス、かつ、その他のエボラウイルス（アフリカ）が高病原性をもちアウトブレイクをしているなか、いつまで病原性が低いままでいるのか。	Serious for Asian monkeys but not African monkeys and humans. But viruses can mutate quickly and other ebolaviruses have been already high pathogenic and outbreaks. Until when still safe?	2021-10-22	
Note-id_445	アフリカで流行しているエボラウイルス（ザイール、スーダン、アイボリーコースト/タイフォレスト）と、レストンとでは、病原性が異なる。	The virulence between African ebolaviruses (Zaire, Sudan and Tai Forest/Ivory Coast) and Reston are different.	2021-10-22	
Note-id_446	アジアのサルにはレストンエボラウイルス/エボラウイルスレストンは高病原性で、エボラウイルス病レストン型を発症するが、アフリカのサルにとっては高病原性ではないと考えられている。	Only in Asia are thought to be pathogenic for Reston ebolavirus and serious, but not in Africa.	2021-10-22	
Note-id_447	2008-9年、フィリピン共和国の養豚と養豚業者で再興するようになった。	Reston ebolavirus reemerged in domestic pigs and pig workers in the Philippines in 2008-2009.	2021-10-22	
Note-id_448	霊長目と養豚という2つの異なる動物で独立にアウトブレイクがうまれたことから、フィリピン共和国の保健機関、獣医学機関、国際的なフィロウイルス専門家による調査/研究がより一層求められ、感染症を予防・制御・対応し、公衆衛生リスクを最小限に抑えるためには、部門間連携が必要となった。	The isolated outbreaks involving non-human primates and domestic pigs brought forth needs of epidemiologic investigations among Philippine health and veterinary agencies in collaboration with international filovirus experts, and highlight the significance of intersectoral collaboration to effectively prevent, control and response of zoonoses for minimizing the risk of public health.	2021-10-22	
Note-id_449	霊長目と養豚という2つの異なる動物で独立にアウトブレイクがうまれたことから、各国の保健機関、獣医学機関、全世界の専門家による調査/研究がより一層求められ、人獣共通感染症を予防・制御・対応し、公衆衛生リスクを最小限に抑えるためには、部門間連携が必要となった。	The isolated outbreaks involving non-human primates and domestic pigs brought forth needs of epidemiologic investigations among each countries' health and veterinary agencies in collaboration with international zoonotic experts, and highlight the significance of intersectoral collaboration to effectively prevent, control and response of zoonoses for minimizing the risk of public health.	2021-10-22	
Note-id_450	2008年に養豚感染が分かるまでは、ヒト以外では霊長目でのみアウトブレイクが確認されていた。	Prior to the 2008 Reston ebolavirus infection event in domestic pigs, the outbreaks except humans were only found in nonhuman primates in the world.	2021-10-22	
Note-id_451	1989年、アメリカ合衆国の実験用サルが感染しており、フィリピン共和国のサル繁殖/輸出施設由来だった（以降の２件を含めた３件のサル感染全てで同一施設）。エボラウイルスがアフリカ大陸以外で最初に見つかり、ヒト以外のサルで最初に自然感染が確認された件となった。	The laboratory monkeys in the United States were first discovered infection to Reston ebolavirus outside of Africa and in nonhuman primates. And they came from the monkey breeding/export facility located in the Philippines (other following two cases, also came from the same farm).	2021-10-22	
Note-id_452	1992-93年に霊長目でアウトブレイク。フィリピン共和国のサル繁殖/輸出施設由来だった（他２件を含めた３件のサル感染全てで同一施設）。	The outbreak of infection among laboratory primates was in 1992-93. And they came from the monkey breeding/export facility located in the Philippines (other two cases, also came from the same farm).	2021-10-22	
Note-id_453	1996年に霊長目でアウトブレイク。フィリピン共和国のサル繁殖/輸出施設由来だった（他２件を含めた３件のサル感染全てで同一施設）。	The outbreak of infection among laboratory primates was in 1996. And they came from the monkey breeding/export facility located in the Philippines (other two cases, also came from the same farm).	2021-10-22	
Note-id_454	フィロウイルスの隠れた宿主（感染源）。	Cryptic reservoirs/hosts for filoviruses.	2021-10-22	
Note-id_455	施設由来の霊長目だけだったレストンエボラウイルス/エボラウイルスレストンが、フィリピン共和国の養豚と養豚業者で再興したことから、フィロウイルスの隠れた宿主となっているコウモリに対して、フィリピン政府と国際連合食料農業機関による、諸専門分野横断・多施設共同研究が必要となった。	Not only outbreaks of Reston ebolavirus in non-human primates from the monkey breeding/export facility but re-emerging in domestic pigs and pig workers in the Philippines brought forth needs of investigations for bats which are thought to be the cryptic reservoirs of filoviruses, among Philippine government in collaboration with the Food and Agriculture Organization of the United Nations, and highlight the significance of multi-disciplinary and multi-institutional collaboration.	2021-10-22	
Note-id_456	異種動物へのスピルオーバーを考える時、経路の候補として、宿主となりうるコウモリに対し、政府や国際連合食料農業機関による、諸専門分野横断・多施設共同研究が必要となる。	When the zoonotic spillover occurs, it brings forth needs of investigations for bats which are candidate routes of transmission as harbored many zoonotic pathogens, among each countries' government in collaboration with the international institutes, and highlight the significance of multi-disciplinary and multi-institutional collaboration.	2021-10-22	
Note-id_457	候補宿主動物（感染源）－レストンエボラウイルス/エボラウイルスレストンRNA検出；ユビナガコウモリの1種（Miniopterus schreibersii）（フィリピン共和国）（2010年）。	Candidate animal reservoir/host by detected Reston ebolavirus-specific ribonucleic acid; Miniopterus schreibersii (in the Philippines) (2010).	2021-10-22	
Note-id_458	レストンエボラウイルス/エボラウイルスレストンの候補宿主（感染源）－RNA検出；ユビナガコウモリの1種（Miniopterus schreibersii）（フィリピン共和国）（2010年）。	Candidate reservoir/host for Reston ebolavirus by detected virus-specific ribonucleic acid; Miniopterus schreibersii (in the Philippines) (2010).	2021-10-22	
Note-id_459	ブタ由来とコウモリ由来レストンエボラウイルス/エボラウイルスレストンは1塩基しか違わなかった（フィリピン共和国）（2010年）。	Only a single nucleotide was different in Reston ebolavirus isotaled from between a Philippine pig and Miniopterus schreibersii.	2021-10-22	
Note-id_460	候補宿主動物（感染源）－レストンエボラウイルス/エボラウイルスレストンRNA検出（但し、他証拠による立証に至らず）；ユビナガコウモリの1種（Miniopterus australis）、コイヌガオフルーツコウモリ、オヒキコウモリの1種（Chaerephon plicata）（フィリピン共和国）（2010年）。	Candidate animal reservoir/host by detected Reston ebolavirus-specific ribonucleic acid (but uncorroborated); Miniopterus australis, Cynopterus brachyotis and Chaerephon plicata (in the Philippines) (2010).	2021-10-22	
Note-id_461	レストンエボラウイルス/エボラウイルスレストンの候補宿主（感染源）－RNA検出（但し、他証拠による立証に至らず）；ユビナガコウモリの1種（Miniopterus australis）、コイヌガオフルーツコウモリ、オヒキコウモリの1種（Chaerephon plicata）（フィリピン共和国）（2010年）。	Candidate reservoir/host for Reston ebolavirus by detected virus-specific ribonucleic acid (but uncorroborated); Miniopteru australis, Cynopterus brachyotis and Chaerephon plicata (in the Philippines) (2010).	2021-10-22	
Note-id_462	候補宿主動物（感染源）－レストンエボラウイルス/エボラウイルスレストンに感染歴あり；フィリピンオオコウモリ（フィリピン共和国）（2010年）。	Candidate animal reservoir/host by detected Reston ebolavirus antibodies; Acerodon jubatus (in the Philippines) (2010).	2021-10-22	
Note-id_463	レストンエボラウイルス/エボラウイルスレストンの候補宿主（感染源）－感染歴あり；フィリピンオオコウモリ（フィリピン共和国）（2010年）。	Candidate reservoir/host for Reston ebolavirus by detected virus-specific antibodies; Acerodon jubatus (in the Philippines) (2010).	2021-10-22	
Note-id_464	レストンエボラウイルス/エボラウイルスレストンはフィリピン共和国のコウモリ種に広く蔓延している（ユビナガコウモリの1種（Miniopterus schreibersii、Miniopterus australis）、コイヌガオフルーツコウモリ、オヒキコウモリの1種（Chaerephon plicata）、フィリピンオオコウモリ）（2010年）。	Reston ebolavirus infection is taxonomically widespread in Philippine bats (Miniopterus schreibersii, Miniopterus australis, Cynopterus brachyotis, Chaerephon plicata and Acerodon jubatus) (2010).	2021-10-22	
Note-id_465	レストンエボラウイルス/エボラウイルスレストンはフィリピン共和国のコウモリ種に広く蔓延しているが、有病率とウイルス量が低い（ユビナガコウモリの1種（Miniopterus schreibersii、Miniopterus australis）、コイヌガオフルーツコウモリ、オヒキコウモリの1種（Chaerephon plicata）、フィリピンオオコウモリ）（2010年）。	Reston ebolavirus is taxonomically widespread in Philippine bats, but their prevalence and viral load are low.	2021-10-22	
Note-id_466	レストンエボラウイルス/エボラウイルスレストンに感染しても、有病率とウイルス量が低い。	When infected Reston ebolavirus, but their prevalence and viral load are low.	2021-10-22	
Note-id_467	フィリピン共和国のコウモリ種、地域の調査範囲を広げ、レストンエボラウイルス/エボラウイルスレストンの蔓延、有病率とウイルス量（2010年の調査範囲内では低い）を精査する必要がある。	Expanded and further surveillance is needed for Philippine bats in which Reston ebolavirus have been widespread to resolve those low prevalence and viral load (at sampling in 2010), and grasp its epidemics taxonomically and geographically.	2021-10-22	
Note-id_468	畜産場単位で家畜に感染、高病原化し増幅しているエボラウイルスを、野生動物を含めた環境中にバラまくことなく適切に処理する方法の確立（養豚の可能性は高い）。	Have we already suitable methods and rules for slaughtering (most possible example, pigs) of livestock in which ebolaviruses are highly increased and pathogenicity, at a farm scale?  When do that, caution to never ever spread them into the environment including wild animals.	2021-10-22	
Note-id_469	エボラウイルスが増幅し高病原化した場合、畜産場単位での家畜（養豚の可能性は高い）の屠畜による経済的損失（畜産場を同じくする出荷済みの肉も対象の可能性あり）と代替食料が必要となる。	When livestock (most possible example, pigs) infected ebolaviruses and which are highly increased and pathogenicity, we have to slaughter whole of them, pay large economic loss (may include already distributed meat from the same farm) and also need substitute food.	2021-10-22	
Note-id_470	センザンコウは数千年間、中国の漢方薬として使われており、様々な製剤処方や治療特性がある（ウロコ）。	Pangolins have been used as traditional Chinese medicine (TCM) for thousands of years (scales) and diverse medicinal formulations and therapeutic properties.	2021-11-05	
Note-id_471	既存結果を精査したが、ウロコに特別な薬効は認められない（6つのDBをキーワード検索し該当した15記事；薬草の煎じ汁か抗生物質との併用で分娩後乳汁分泌不全や腸間膜リンパ節炎の改善促進）（2020年5月1日現在）。	No reliable evidence for special medicinal value of pangolin scale by evaluated current available data (15 articles by key words searched on six electronic databases; additional benifit for treating postpartum hypogalactia and mesenteric lymphadenitis but combined with herbal decoction or antibiotics) (as of May 1, 2020).	2021-11-05	
