Dic-id	lexicalCue	exactID	synonymID	Registered	LastUpdated
Dic-id_1536	ancestral			2021-09-15	
Dic-id_1537	hosts			2021-09-15	
Dic-id_1538	deadly		MESH:D003643	2021-09-15	
Dic-id_1539	SARS-CoV-2 coronavirus	Tax:2697049		2021-09-15	
Dic-id_1540	tolerate			2021-09-15	
Dic-id_1541	ill effects			2021-09-15	
Dic-id_1542	live			2021-09-15	
Dic-id_1543	much			2021-09-15	
Dic-id_1544	longer			2021-09-15	
Dic-id_1545	similar-sized			2021-09-15	
Dic-id_1546	land			2021-09-15	
Dic-id_1547	contributing			2021-09-15	
Dic-id_1548	age-related			2021-09-15	
Dic-id_1549	diseases			2021-09-15	
Dic-id_1550	temperature	MESH:D013696		2021-09-15	
Dic-id_1551	pathogenesis	Tax:11292		2021-09-15	
Dic-id_1552	rabies	MESH:D011818		2021-09-15	
Dic-id_1553	experimentally			2021-09-15	
Dic-id_1554	infected	MESH:D012327		2021-09-15	
Dic-id_1555	Mexican free-tailed bat	Tax:242197		2021-09-15	
Dic-id_1556	Tadarida mexicana	Tax:242197		2021-09-15	
Dic-id_1557	little brown bat	Tax:59463		2021-09-15	
Dic-id_1558	Myotis lucifugus	Tax:59463		2021-09-15	
Dic-id_1559	little			2021-09-15	
Dic-id_1560	viral multiplication		MESH:D014779	2021-09-15	
Dic-id_1561	inactive		MESH:D012890	2021-09-15	
Dic-id_1562	host	Tax:59463		2021-09-15	
Dic-id_1563	host	Tax:242197		2021-09-15	
Dic-id_1564	canine rabies street virus	Tax:31613		2021-09-15	
Dic-id_1565	produced			2021-09-15	
Dic-id_1566	strain		strain 59VI3B	2021-09-15	
Dic-id_1567	strain		Tax:11292	2021-09-15	
Dic-id_1568	little brown bats	Tax:59463		2021-09-15	
Dic-id_1569	canine rabies virus	Tax:31613		2021-09-15	
Dic-id_1570	encephalitic disease	MESH:D004660		2021-09-15	
Dic-id_1571	overt			2021-09-15	
Dic-id_1572	symptoms	MESH:D013568		2021-09-15	
Dic-id_1573	bats	Tax:59463		2021-09-15	
Dic-id_1574	bats	Tax:242197		2021-09-15	
Dic-id_1575	bat rabies virus		strain 59VI3B	2021-09-15	
Dic-id_1576	bat rabies virus		Tax:11292	2021-09-15	
Dic-id_1577	producing			2021-09-15	
Dic-id_1578	encephalomyelitic disease	MESH:D004679		2021-09-15	
Dic-id_1579	infrequent			2021-09-15	
Dic-id_1580	greater			2021-09-15	
Dic-id_1581	predilection			2021-09-15	
Dic-id_1582	brown adipose tissue	MESH:D002001		2021-09-15	
Dic-id_1583	canine strain	Tax:31613		2021-09-15	
Dic-id_1584	hibernating	MESH:D006605		2021-09-15	
Dic-id_1585	animals	Tax:59463		2021-09-15	
Dic-id_1586	animals	Tax:242197		2021-09-15	
Dic-id_1587	after a period of latency		MESH:D014851	2021-09-15	
Dic-id_1588	latency	MESH:D017735		2021-09-15	
Dic-id_1589	dormant		MESH:D006605	2021-09-15	
Dic-id_1590	animal		Tax:40674	2021-09-15	
Dic-id_1591	activated	MESH:D014775		2021-09-15	
Dic-id_1592	reach		MESH:D001692	2021-09-15	
Dic-id_1593	salivary gland	MESH:D012469		2021-09-15	
Dic-id_1594	animals		Tax:40674	2021-09-15	
Dic-id_1595	Fruit	MESH:D005638		2021-09-15	
Dic-id_1596	provide			2021-09-15	
Dic-id_1597	pollination	MESH:D054817		2021-09-15	
Dic-id_1598	coevolutionary	MESH:D000073930		2021-09-15	
Dic-id_1599	chiropterophilous			2021-09-15	
Dic-id_1600	plants	MESH:D010944		2021-09-15	
Dic-id_1601	endangered	MESH:D056727		2021-09-15	
Dic-id_1602	island flying fox	Tax:9405		2021-09-15	
Dic-id_1603	Pteropus hypomelanus	Tax:9405		2021-09-15	
Dic-id_1604	durian	Tax:66656		2021-09-15	
Dic-id_1605	Durio zibethinus	Tax:66656		2021-09-15	
Dic-id_1606	economically	MESH:D004467		2021-09-15	
Dic-id_1607	Southeast Asia	MESH:D001210		2021-09-15	
Dic-id_1608	at least nine			2021-09-15	
Dic-id_1609	mutualistic		MESH:D013559	2021-09-15	
Dic-id_1610	flowers	MESH:D035264		2021-09-15	
Dic-id_1611	positive			2021-09-15	
Dic-id_1612	mature			2021-09-15	
Dic-id_1613	pollinators	MESH:D054817		2021-09-15	
Dic-id_1614	trees	MESH:D014197	Tax:66656	2021-09-15	
Dic-id_1615	semi-wild			2021-09-15	
Dic-id_1616	tall			2021-09-15	
Dic-id_1617	Flying foxes	Tax:9405		2021-09-15	
Dic-id_1618	enhancing			2021-09-15	
Dic-id_1619	reproductive		MESH:D012098	2021-09-15	
Dic-id_1620	ecological	MESH:D004463		2021-09-15	
Dic-id_1621	economic	MESH:D004467		2021-09-15	
Dic-id_1622	Agave cocui	Tax:2695066		2021-09-15	
Dic-id_1623	Agavaceae	Tax:2695066		2021-09-15	
Dic-id_1624	arid			2021-09-15	
Dic-id_1625	semiarid			2021-09-15	
Dic-id_1626	Venezuela	MESH:D014687		2021-09-15	
Dic-id_1627	Colombia	MESH:D003105		2021-09-15	
Dic-id_1628	wildlife	MESH:D000835		2021-09-15	
Dic-id_1629	spirit drink	MESH:D000431		2021-09-15	
Dic-id_1630	species	Tax:2695066		2021-09-15	
Dic-id_1631	nectar	MESH:D057048		2021-09-15	
Dic-id_1632	corridor			2021-09-15	
Dic-id_1633	Western			2021-09-15	
Dic-id_1634	Coast		MESH:D013020	2021-09-15	
Dic-id_1635	islands		MESH:D013020	2021-09-15	
Dic-id_1636	Andean		MESH:D013020	2021-09-15	
Dic-id_1637	birds	Tax:8782		2021-09-15	
Dic-id_1638	agave	Tax:39509		2021-09-15	
Dic-id_1639	ecosystems	MESH:D017753		2021-09-15	
Dic-id_1640	economies	MESH:D004467		2021-09-15	
Dic-id_1641	natural			2021-09-15	
Dic-id_1642	pest-control agents	MESH:D010572		2021-09-15	
Dic-id_1643	seed dispersers	MESH:D058614		2021-09-15	
Dic-id_1644	pesticides	MESH:D010575		2021-09-15	
Dic-id_1645	chromosome breakage	MESH:D019457		2021-09-15	
Dic-id_1646	mis			2021-09-15	
Dic-id_1647	segregation	MESH:D020090		2021-09-15	
Dic-id_1648	micronucleus	MESH:D048629		2021-09-15	
Dic-id_1649	roosting			2021-09-15	
Dic-id_1650	disturbance			2021-09-15	
Dic-id_1651	agriculture	MESH:D002622		2021-09-15	
Dic-id_1652	human settlements		MESH:D006798	2021-09-15	
Dic-id_1653	Colima		MESH:D008800	2021-09-15	
Dic-id_1654	Jalisco		MESH:D008800	2021-09-15	
Dic-id_1655	west central			2021-09-15	
Dic-id_1656	Mexico	MESH:D008800		2021-09-15	
Dic-id_1657	53			2021-09-15	
Dic-id_1658	EVD	MESH:D019142		2021-09-26	
Dic-id_1659	specific treatment			2021-09-26	
Dic-id_1660	Supportive care	MESH:D010166		2021-09-26	
Dic-id_1661	management of complications	MESH:D019468		2021-09-26	
Dic-id_1662	complications	MESH:Q000150		2021-09-26	
Dic-id_1663	case management	MESH:D019090		2021-09-26	
Dic-id_1664	infection prevention		MESH:D011322	2021-09-26	
Dic-id_1665	control practices			2021-09-26	
Dic-id_1666	surveillance	MESH:D062486		2021-09-26	
Dic-id_1667	good			2021-09-26	
Dic-id_1668	laboratory service	MESH:D064790		2021-09-26	
Dic-id_1669	social			2021-09-26	
Dic-id_1670	community mobilization			2021-09-26	
Dic-id_1671	mobilization			2021-09-26	
Dic-id_1672	emerging diagnostic technologies		MESH:D042241	2021-09-26	
Dic-id_1673	rapid viral characterization			2021-09-26	
Dic-id_1674	geospatial mapping		MESH:D062305	2021-09-26	
Dic-id_1675	new treatments			2021-09-26	
Dic-id_1676	vaccines	MESH:D046129		2021-09-26	
Dic-id_1677	acute			2021-09-26	
Dic-id_1678	encephalitis	MESH:D004660		2021-09-26	
Dic-id_1679	It	MESH:D011818		2021-09-26	
Dic-id_1680	59,000			2021-09-26	
Dic-id_1681	per			2021-09-26	
Dic-id_1682	year			2021-09-26	
Dic-id_1683	once			2021-09-26	
Dic-id_1684	signs			2021-09-26	
Dic-id_1685	appear			2021-09-26	
Dic-id_1686	prevalent		MESH:D019353	2021-09-26	
Dic-id_1687	low to middle-income	MESH:D011203		2021-09-26	
Dic-id_1688	Asia	MESH:D001208		2021-09-26	
Dic-id_1689	healthcare	MESH:D003695		2021-09-26	
Dic-id_1690	vaccinated	MESH:D014611	MESH:D011819	2021-09-26	
Dic-id_1691	commonplace	MESH:D000086822		2021-09-26	
Dic-id_1692	transmitted	MESH:D000086965		2021-09-26	
Dic-id_1693	raccoons	Tax:9654		2021-09-26	
Dic-id_1694	skunks	Tax:119825		2021-09-26	
Dic-id_1695	foxes	Tax:9625		2021-09-26	
Dic-id_1696	Domesticated	MESH:D000829		2021-09-26	
Dic-id_1697	acquiring		MESH:D000086965	2021-09-26	
Dic-id_1698	carnivores	Tax:33554		2021-09-26	
Dic-id_1699	coyotes	Tax:9614		2021-09-26	
Dic-id_1700	bobcats	Tax:61384		2021-09-26	
Dic-id_1701	mountain lions	Tax:9696		2021-09-26	
Dic-id_1702	wolves	MESH:D019596	Tax:9611	2021-09-26	
Dic-id_1703	bears	Tax:9639		2021-09-26	
Dic-id_1704	woodchucks	Tax:9995		2021-09-26	
Dic-id_1705	beavers	Tax:29132		2021-09-26	
Dic-id_1706	also be considered		MESH:D000086965	2021-09-26	
Dic-id_1707	rabid	MESH:D011818		2021-09-26	
Dic-id_1708	unprovoked attack			2021-09-26	
Dic-id_1709	person	Tax:9606		2021-09-26	
Dic-id_1710	rabies vaccine	MESH:D011819		2021-09-26	
Dic-id_1711	99			2021-09-26	
Dic-id_1712	promptly			2021-09-26	
Dic-id_1713	pre-exposure prophylaxis	MESH:D065129		2021-09-26	
Dic-id_1714	PrEP	MESH:D065129		2021-09-26	
Dic-id_1715	post-exposure prophylaxis	MESH:D056990		2021-09-26	
Dic-id_1716	PEP	MESH:D056990		2021-09-26	
Dic-id_1717	interactions	MESH:D000081762		2021-09-26	
Dic-id_1718	rural			2021-09-26	
Dic-id_1719	Ghana	MESH:D005869		2021-09-26	
Dic-id_1720	2011			2021-09-26	
Dic-id_1721	2012			2021-09-26	
Dic-id_1722	46.6			2021-09-26	
Dic-id_1723	respondents	Tax:9606		2021-09-26	
Dic-id_1724	37.4			2021-09-26	
Dic-id_1725	bitten		MESH:D001733	2021-09-26	
Dic-id_1726	scratched			2021-09-26	
Dic-id_1727	exposed	MESH:D004781		2021-09-26	
Dic-id_1728	urine	MESH:D014556		2021-09-26	
Dic-id_1729	45.6			2021-09-26	
Dic-id_1730	ate		MESH:D005502	2021-09-26	
Dic-id_1731	meat	MESH:D008460		2021-09-26	
Dic-id_1732	Companion animals	MESH:D057805		2021-09-26	
Dic-id_1733	guinea pigs	Tax:10141		2021-09-26	
Dic-id_1734	reptiles	MESH:D012104		2021-09-26	
Dic-id_1735	ornamental			2021-09-26	
Dic-id_1736	fish	MESH:D005399		2021-09-26	
Dic-id_1737	food production animal species		MESH:D008460	2021-09-26	
Dic-id_1738	domestic pigs	Tax:9825		2021-09-26	
Dic-id_1739	food production animals		MESH:D008460	2021-09-26	
Dic-id_1740	health	MESH:D006262		2021-09-26	
Dic-id_1741	138			2021-09-26	
Dic-id_1742	infecting	MESH:D014777		2021-09-26	
Dic-id_1743	food production animal		MESH:D008460	2021-09-26	
Dic-id_1744	59			2021-09-26	
Dic-id_1745	these		138	2021-09-26	
Dic-id_1746	infectious	MESH:D014777		2021-09-26	
Dic-id_1747	human beings	Tax:9606		2021-09-26	
Dic-id_1748	135			2021-09-26	
Dic-id_1749	food production mammals		Tax:40674	2021-09-26	
Dic-id_1750	food production mammals		MESH:D008460	2021-09-26	
Dic-id_1751	22			2021-09-26	
Dic-id_1752	food production fishes		MESH:D005399	2021-09-26	
Dic-id_1753	food production fishes		MESH:D017747	2021-09-26	
Dic-id_1754	highest concern		MESH:D008216	2021-09-26	
Dic-id_1755	highest concern		MESH:D007251	2021-09-26	
Dic-id_1756	highest concern		MESH:D012400	2021-09-26	
Dic-id_1757	highest concern		MESH:D015605	2021-09-26	
Dic-id_1758	highest concern		MESH:D016751	2021-09-26	
Dic-id_1759	highest concern		MESH:D018353	2021-09-26	
Dic-id_1760	highest concern		MESH:D000086965	2021-09-26	
Dic-id_1761	highest concern		MESH:D005759	2021-09-26	
Dic-id_1762	highest concern		MESH:D004675	2021-09-26	
Dic-id_1763	highest concern		MESH:D014901	2021-09-26	
Dic-id_1764	highest concern		MESH:D011818	2021-09-26	
Dic-id_1765	highest concern		MESH:D000086965	2021-09-26	
Dic-id_1766	highest concern		MESH:D018778	2021-09-26	
Dic-id_1767	highest concern		MESH:D006479	2021-09-26	
Dic-id_1768	hantaviruses	Tax:1980442		2021-09-26	
Dic-id_1769	Tahyna virus	Tax:45270		2021-09-26	
Dic-id_1770	West Nile virus	Tax:11082		2021-09-26	
Dic-id_1771	tick-borne encephalitis virus	Tax:11084		2021-09-26	
Dic-id_1772	Crimean-Congo haemorrhagic fever virus	Tax:1980519		2021-09-26	
Dic-id_1773	Aichi virus	Tax:194960		2021-09-26	
Dic-id_1774	European bat lyssavirus	Tax:38768		2021-09-26	
Dic-id_1775	hepatitis E virus	Tax:1678143		2021-09-26	
Dic-id_1776	cowpox virus	Tax:10243		2021-09-26	
Dic-id_1777	G5 rotavirus	Tax:380389		2021-09-26	
Dic-id_1778	influenza A virus	Tax:11320		2021-09-26	
Dic-id_1779	lymphocytic choriomeningitis virus	Tax:11623		2021-09-26	
Dic-id_1780	highest concern		MESH:D004859	2021-09-26	
Dic-id_1781	highest concern		MESH:D029021	2021-09-26	
Dic-id_1782	highest concern		MESH:D004266	2021-09-26	
Dic-id_1783	highest concern		MESH:D006691	2021-09-26	
Dic-id_1784	highest concern		MESH:D053570	2021-09-26	
Dic-id_1785	highest concern		MESH:D012295	2021-09-26	
Dic-id_1786	highest concern		MESH:D008166	2021-09-26	
Dic-id_1787	highest concern		MESH:D005536	2021-09-26	
Dic-id_1788	highest concern		MESH:D000357	2021-09-26	
Dic-id_1789	highest concern		MESH:D001819	2021-09-26	
Dic-id_1790	bluetongue virus	Tax:40051		2021-09-26	
Dic-id_1791	African swine fever virus	Tax:10497		2021-09-26	
Dic-id_1792	foot-and-mouth disease virus	Tax:12110		2021-09-26	
Dic-id_1793	lumpy skin disease virus	Tax:59509		2021-09-26	
Dic-id_1794	Rift Valley fever virus	Tax:11588		2021-09-26	
Dic-id_1795	porcine circovirus	Tax:46221		2021-09-26	
Dic-id_1796	classical swine fever virus	Tax:11096		2021-09-26	
Dic-id_1797	equine herpesvirus 9	Tax:55744		2021-09-26	
Dic-id_1798	peste des petits ruminants virus	Tax:2593991		2021-09-26	
Dic-id_1799	equine infectious anaemia virus (equine infectious anemia virus)	Tax:11665		2021-09-26	
Dic-id_1800	highest concern		MESH:D018175	2021-09-26	
Dic-id_1801	highest concern		MESH:D019283	2021-09-26	
Dic-id_1802	highest concern		MESH:D031941	2021-09-26	
Dic-id_1803	highest concern		MESH:D006566	2021-09-26	
Dic-id_1804	cyprinid herpesvirus 3	Tax:180230		2021-09-26	
Dic-id_1805	koi herpesvirus	Tax:180230		2021-09-26	
Dic-id_1806	viral haemorrhagic septicaemia virus	Tax:11287		2021-09-26	
Dic-id_1807	infectious pancreatic necrosis virus	Tax:11002		2021-09-26	
Dic-id_1808	food production animals		MESH:D008460	2021-09-26	
Dic-id_1809	virus	Tax:186536		2021-09-26	
Dic-id_1810	hemorrhagic fever	MESH:D008379		2021-09-26	
Dic-id_1811	hemorrhagic fever	MESH:D006482		2021-09-26	
Dic-id_1812	These viral diseases	MESH:D008379		2021-09-26	
Dic-id_1813	These viral diseases	MESH:D019142		2021-09-26	
Dic-id_1814	lethality			2021-09-26	
Dic-id_1815	Ebola-Zaire	Tax:186538		2021-09-26	
Dic-id_1816	Hammer-headed Bats	Tax:448084		2021-09-26	
Dic-id_1817	Hypsignathus monstrosus	Tax:448084		2021-09-26	
Dic-id_1818	Epauletted Fruit Bats	Tax:77231		2021-09-26	
Dic-id_1819	Epomops franqueti	Tax:77231		2021-09-26	
Dic-id_1820	Little Collared Fruit Bats	Tax:77243		2021-09-26	
Dic-id_1821	Myonycteris torquata	Tax:77243		2021-09-26	
Dic-id_1822	2001			2021-09-26	
Dic-id_1823	2005			2021-09-26	
Dic-id_1824	Gabon	MESH:D005681		2021-09-26	
Dic-id_1825	Republic of the Congo	MESH:D003223		2021-09-26	
Dic-id_1826	Ebola (Ebola-Zaire)	MESH:D019142		2021-09-26	
Dic-id_1827	virus	Tax:186537		2021-09-26	
Dic-id_1828	ribonucleic acid	MESH:D012313		2021-09-26	
Dic-id_1829	Egyptian Fruit Bats	Tax:9407		2021-09-26	
Dic-id_1830	2007			2021-09-26	
Dic-id_1831	infected		MESH:D018406	2021-09-26	
Dic-id_1832	Kitaka	MESH:D014454		2021-09-26	
Dic-id_1833	Mine			2021-09-26	
Dic-id_1834	Uganda	MESH:D014454		2021-09-26	
Dic-id_1835	risk factors	MESH:D012307		2021-09-26	
Dic-id_1836	infection		MESH:D008379	2021-09-26	
Dic-id_1837	infection		MESH:D019142	2021-09-26	
Dic-id_1838	infection		MESH:D014777	2021-09-26	
Dic-id_1839	consumption		MESH:D005502	2021-09-26	
Dic-id_1840	wild animal	MESH:D000835		2021-09-26	
Dic-id_1841	carcasses			2021-09-26	
Dic-id_1842	sightseeing			2021-09-26	
Dic-id_1843	work			2021-09-26	
Dic-id_1844	mines			2021-09-26	
Dic-id_1845	Twice			2021-09-26	
Dic-id_1846	a year			2021-09-26	
Dic-id_1847	southwestern			2021-09-26	
Dic-id_1848	traded			2021-09-26	
Dic-id_1849	Bartonella	Tax:773		2021-09-26	
Dic-id_1850	bat flies	Tax:1321405		2021-09-26	
Dic-id_1851	Eucampsipoda africana	Tax:1321405		2021-09-26	
Dic-id_1852	infections	MESH:D001424		2021-09-26	
Dic-id_1853	these bats	Tax:9407		2021-09-26	
Dic-id_1854	these	Tax:1321405		2021-09-26	
Dic-id_1855	flies	Tax:1321405		2021-09-26	
Dic-id_1856	multilocus sequence typing	MESH:D058885		2021-09-26	
Dic-id_1857	novel			2021-09-26	
Dic-id_1858	Bartonella rousetti			2021-09-26	
Dic-id_1859	204			2021-09-26	
Dic-id_1860	B. rousetti			2021-09-26	
Dic-id_1861	cross-reactivity			2021-09-26	
Dic-id_1862	other			2021-09-26	
Dic-id_1863	infecting	MESH:D001424		2021-09-26	
Dic-id_1864	predation	MESH:D011235		2021-09-26	
Dic-id_1865	Cercopithecus monkeys	Tax:9533		2021-09-26	
Dic-id_1866	zoonotic disease	MESH:D015047		2021-09-26	
Dic-id_1867	over 6.5			2021-09-26	
Dic-id_1868	years			2021-09-26	
Dic-id_1869	forests	MESH:D065928		2021-09-26	
Dic-id_1870	Tanzania	MESH:D013636		2021-09-26	
Dic-id_1871	Monkeys	Tax:9533		2021-09-26	
Dic-id_1872	carcass			2021-09-26	
Dic-id_1873	consuming		MESH:D011235	2021-09-26	
Dic-id_1874	it	Tax:9397		2021-09-26	
Dic-id_1875	edge			2021-09-26	
Dic-id_1876	plantation			2021-09-26	
Dic-id_1877	habitat	MESH:D017753		2021-09-26	
Dic-id_1878	Predator	MESH:D011235		2021-09-26	
Dic-id_1879	prey	MESH:	MESH:D005502	2021-09-26	
Dic-id_1880	Central American squirrel monkeys	Tax:70928		2021-09-26	
Dic-id_1881	Saimiri oerstedi	Tax:70928		2021-09-26	
Dic-id_1882	modified		MESH:D009425	2021-09-26	
Dic-id_1883	leaves	MESH:D018515		2021-09-26	
Dic-id_1884	phyllostomid bats	Tax:9415		2021-09-26	
Dic-id_1885	utilize		MESH:D009425	2021-09-26	
Dic-id_1886	roost sites		MESH:D009425	2021-09-26	
Dic-id_1887	monkeys	Tax:70928		2021-09-26	
Dic-id_1888	bat	Tax:9415		2021-09-26	
Dic-id_1889	tents		MESH:D009425	2021-09-26	
Dic-id_1890	Adult			2021-09-26	
Dic-id_1891	males	Tax:70928		2021-09-26	
Dic-id_1892	males	MESH:D008297		2021-09-26	
Dic-id_1893	capturing			2021-09-26	
Dic-id_1894	bats	Tax:9415		2021-09-26	
Dic-id_1895	Nonvolant juvenile			2021-09-26	
Dic-id_1896	monkey	Tax:70928		2021-09-26	
Dic-id_1897	escape			2021-09-26	
Dic-id_1898	captured			2021-09-26	
Dic-id_1899	doubletoothed kites	Tax:387842		2021-09-26	
Dic-id_1900	Harpagus bidentatus	Tax:387842		2021-09-26	
Dic-id_1901	foraging		MESH:D011235	2021-09-26	
Dic-id_1902	extremely			2021-09-26	
Dic-id_1903	medicine		MESH:D008519	2021-09-26	
Dic-id_1904	illegal			2021-09-26	
Dic-id_1905	hunting			2021-09-26	
Dic-id_1906	drastically			2021-09-26	
Dic-id_1907	population	MESH:D011153		2021-09-26	
Dic-id_1908	pushing			2021-09-26	
Dic-id_1909	them	Tax:9972		2021-09-26	
Dic-id_1910	extinction	MESH:D053476		2021-09-26	
Dic-id_1911	these species	Tax:9972		2021-09-26	
Dic-id_1912	specialized			2021-09-26	
Dic-id_1913	behaviors	MESH:D001522		2021-09-26	
Dic-id_1914	natural	MESH:D019368		2021-09-26	
Dic-id_1915	barriers			2021-09-26	
Dic-id_1916	naturalistic	MESH:D019368		2021-09-26	
Dic-id_1917	dietary	MESH:D004032		2021-09-26	
Dic-id_1918	husbandry	MESH:D000822		2021-09-26	
Dic-id_1919	reproduction	MESH:D012098		2021-09-26	
Dic-id_1920	disease			2021-09-26	
Dic-id_1921	medicinal	MESH:D016488		2021-09-26	
Dic-id_1922	animals	MESH:D000835		2021-09-26	
Dic-id_1923	Traditional	MESH:D003469		2021-09-26	
Dic-id_1924	Yorubic			2021-09-26	
Dic-id_1925	medical	MESH:D016488		2021-09-26	
Dic-id_1926	practitioners	Tax:9606		2021-09-26	
Dic-id_1927	practitioners	MESH:D058005		2021-09-26	
Dic-id_1928	tymps	Tax:9606		2021-09-26	
Dic-id_1929	tymps	MESH:D058005		2021-09-26	
Dic-id_1930	dealers	Tax:9606		2021-09-26	
Dic-id_1931	ingredients			2021-09-26	
Dic-id_1932	56			2021-09-26	
Dic-id_1933	Ijebu province		MESH:D009549	2021-09-26	
Dic-id_1934	55			2021-09-26	
Dic-id_1935	primary			2021-09-26	
Dic-id_1936	education	MESH:D004493		2021-09-26	
Dic-id_1937	90			2021-09-26	
Dic-id_1938	aware	MESH:D001364		2021-09-26	
Dic-id_1939	conservation	MESH:D003247		2021-09-26	
Dic-id_1940	species	Tax:9972		2021-09-26	
Dic-id_1941	legal machinery regulating	MESH:D007883		2021-09-26	
Dic-id_1942	its	Tax:9972		2021-09-26	
Dic-id_1943	trade			2021-09-26	
Dic-id_1944	utilisation		MESH:D016488	2021-09-26	
Dic-id_1945	contracts	MESH:D032982		2021-09-26	
Dic-id_1946	search			2021-09-26	
Dic-id_1947	this animal	Tax:9972		2021-09-26	
Dic-id_1948	More than 98			2021-09-26	
Dic-id_1949	livelihood	MESH:D007182		2021-09-26	
Dic-id_1950	tradition	MESH:D003469		2021-09-26	
Dic-id_1951	wild			2021-09-26	
Dic-id_1952	treat			2021-09-26	
Dic-id_1953	total of 42			2021-09-26	
Dic-id_1954	conditions			2021-09-26	
Dic-id_1955	infertility	MESH:D007246		2021-09-26	
Dic-id_1956	gastro-intestinal disorders	MESH:D005767		2021-09-26	
Dic-id_1957	parturition	MESH:D036801		2021-09-26	
Dic-id_1958	stomach ulcers	MESH:D013276		2021-09-26	
Dic-id_1959	rheumatism	MESH:D012216		2021-09-26	
Dic-id_1960	fibroid	MESH:D007889		2021-09-26	
Dic-id_1961	medicine	MESH:D016488		2021-09-26	
Dic-id_1962	boosting sales		MESH:D026443	2021-09-26	
Dic-id_1963	conferring invisibility		MESH:D026443	2021-09-26	
Dic-id_1964	removing bad luck		MESH:D026443	2021-09-26	
Dic-id_1965	appeasing/wading off witches cum evil forces		MESH:D026443	2021-09-26	
Dic-id_1966	money rituals		MESH:D026443	2021-09-26	
Dic-id_1967	juvenile			2021-09-26	
Dic-id_1968	pregnant	MESH:D011247		2021-09-26	
Dic-id_1969	female	MESH:D005260		2021-09-26	
Dic-id_1970	animals	Tax:9972		2021-09-26	
Dic-id_1971	eats deep			2021-09-26	
Dic-id_1972	reproductive	MESH:D012098		2021-09-26	
Dic-id_1973	Appendix II of CITES			2021-09-26	
Dic-id_1974	Schedule I			2021-09-26	
Dic-id_1975	the Nigerian Decree 11			2021-09-26	
Dic-id_1976	1985			2021-09-26	
Dic-id_1977	strict			2021-09-26	
Dic-id_1978	control	MESH:D032763		2021-09-26	
Dic-id_1979	sales	MESH:D003132		2021-09-26	
Dic-id_1980	this species	Tax:9972		2021-09-26	
Dic-id_1981	values		MESH:D026686	2021-09-26	
Dic-id_1982	folk			2021-09-26	
Dic-id_1983	culture	MESH:D003469		2021-09-26	
Dic-id_1984	financial		MESH:D007182	2021-09-26	
Dic-id_1985	benefits		MESH:D026686	2021-09-26	
Dic-id_1986	promoting			2021-09-26	
Dic-id_1987	commercialisation	MESH:D003132		2021-09-26	
Dic-id_1988	use		MESH:D016488	2021-09-26	
Dic-id_1989	Pharmacological	MESH:D010600		2021-09-26	
Dic-id_1990	preparations		MESH:D001685	2021-09-26	
Dic-id_1991	bioactive			2021-09-26	
Dic-id_1992	compounds			2021-09-26	
Dic-id_1993	enlightenment			2021-09-26	
Dic-id_1994	awareness	MESH:D001364		2021-09-26	
Dic-id_1995	haemosporidian	Tax:5819		2021-09-26	
Dic-id_1996	parasites	MESH:D010271		2021-09-26	
Dic-id_1997	infecting			2021-09-26	
Dic-id_1998	vertebrate species	Tax:7742		2021-09-26	
Dic-id_1999	Central Africa	MESH:D000350		2021-09-26	
Dic-id_2000	492			2021-09-26	
Dic-id_2001	five			2021-09-26	
Dic-id_2002	mammalian	Tax:40674		2021-09-26	
Dic-id_2003	duiker		Tax:9952	2021-09-26	
Dic-id_2004	bird	Tax:8782		2021-09-26	
Dic-id_2005	turtle	Tax:2841271		2021-09-26	
Dic-id_2006	infected			2021-09-26	
Dic-id_2007	duikers		Tax:9952	2021-09-26	
Dic-id_2008	infected specimens	MESH:D010271		2021-09-26	
Dic-id_2009	infected specimens	Tax:5819		2021-09-26	
Dic-id_2010	parasite	MESH:D010271		2021-09-26	
Dic-id_2011	lineages		MESH:D010802	2021-09-26	
Dic-id_2012	Polychromophilus	Tax:1147702		2021-09-26	
Dic-id_2013	sauropsid	Tax:8457		2021-09-26	
Dic-id_2014	Plasmodium	Tax:5820		2021-09-26	
Dic-id_2015	lizards	Tax:32561		2021-09-26	
Dic-id_2016	Molecular screening			2021-09-26	
Dic-id_2017	sylvatic			2021-09-26	
Dic-id_2018	mosquitoes	Tax:7157		2021-09-26	
Dic-id_2019	Anopheles	Tax:7164		2021-09-26	
Dic-id_2020	transmission		MESH:D010272	2021-09-26	
Dic-id_2021	several independent			2021-09-26	
Dic-id_2022	Plasmodiidae	Tax:1639119		2021-09-26	
Dic-id_2023	infect			2021-09-26	
Dic-id_2024	transmitted		MESH:D010272	2021-09-26	
Dic-id_2025	coevolution	MESH:D000073930		2021-09-26	
Dic-id_2026	Tioman Island		MESH:D008296	2021-09-27	
Dic-id_2027	mm	MESH:D008296		2021-09-27	
Dic-id_2028	19			2021-09-27	
Dic-id_2029	stations			2021-09-27	
Dic-id_2030	infrared camera			2021-09-27	
Dic-id_2031	video traps			2021-09-27	
Dic-id_2032	flowering			2021-09-27	
Dic-id_2033	orchard			2021-09-27	
Dic-id_2034	disease		MESH:D000086965	2021-10-01	
Dic-id_2035	emergence			2021-10-01	2021-10-06
Dic-id_2036	microbiome	MESH:D064307		2021-10-13	
Dic-id_2037	individual			2021-10-13	
