lexisDic-id	lexicalCue	lexicalCue_jpn	Registered	LastUpdated
lexisDic-id_1326	viruses	（リフトバレー熱）ウイルス	2021-09-07	
lexisDic-id_1327	viruses	（狂犬病）ウイルス	2021-09-07	
lexisDic-id_1328	other viruses	その他のウイルス	2021-09-07	
lexisDic-id_1329	African	アフリカ	2021-09-07	
lexisDic-id_1330	paucity	不足	2021-09-07	
lexisDic-id_1331	information	情報	2021-09-07	
lexisDic-id_1332	lack	欠如	2021-09-07	
lexisDic-id_1333	knowledge	知識	2021-09-07	
lexisDic-id_1334	resources	資源	2021-09-07	
lexisDic-id_1335	climate change	気候変動	2021-09-07	
lexisDic-id_1336	cultural traditions	文化的伝統	2021-09-07	
lexisDic-id_1337	hotspot	ホットスポット	2021-09-07	
lexisDic-id_1338	vector-borne	生物媒介性（疾患）	2021-09-07	
lexisDic-id_1339	diseases	（生物媒介性）疾患	2021-09-07	
lexisDic-id_1340	virus diseases	ウイルス性疾患	2021-09-07	
lexisDic-id_1341	Africa	アフリカ	2021-09-07	
lexisDic-id_1343	viral diseases	ウイルス性疾患	2021-09-07	
lexisDic-id_1344	One Health measures	ワンヘルス対策	2021-09-07	
lexisDic-id_1345	improve	改善する	2021-09-07	
lexisDic-id_1346	reduce	減らす	2021-09-07	
lexisDic-id_1347	viruses	ウイルス	2021-09-07	
lexisDic-id_1348	Temple monkeys	テンプル・モンキー（お供えや餌付けにより寺院や公園に住みついたサル）	2021-09-12	
lexisDic-id_1349	commensalism	片利共生	2021-09-12	
lexisDic-id_1350	Kathmandu	カトマンズ	2021-09-12	
lexisDic-id_1351	Nepal	ネパール連邦民主共和国	2021-09-12	
lexisDic-id_1352	zoonotic transmission	人獣共通感染症の伝播	2021-09-12	
lexisDic-id_1353	infectious agents	感染要因	2021-09-12	
lexisDic-id_1354	monkey temples	サルが住みついた寺	2021-09-12	
lexisDic-id_1355	enzootic	感染	2021-09-12	
lexisDic-id_1356	primate	霊長目	2021-09-12	2021-09-29
lexisDic-id_1357	39	39	2021-09-12	
lexisDic-id_1358	rhesus macaques	アカゲザル	2021-09-12	
lexisDic-id_1359	Swoyambhu Temple (Swayambhu Temple)	スワヤンブナート（寺院）	2021-09-12	
lexisDic-id_1360	Western blot	ウェスタンブロット	2021-09-12	
lexisDic-id_1361	polymerase chain reaction	PCR	2021-09-12	
lexisDic-id_1362	rhesus cytomegalovirus	アカゲザルサイトメガロウイルス（RhCMV）	2021-09-12	
lexisDic-id_1363	RhCMV	RhCMV（アカゲザルサイトメガロウイルス）	2021-09-12	
lexisDic-id_1364	Cercopithecine herpesvirus 1	Cercopithecine herpesvirus 1（CHV-1）	2021-09-12	
lexisDic-id_1365	CHV-1	CHV-1（Cercopithecine herpesvirus 1）	2021-09-12	
lexisDic-id_1366	simian virus 40	シミアンウイルス40（SV40）	2021-09-12	
lexisDic-id_1367	SV40	SV40（シミアンウイルス40）	2021-09-12	
lexisDic-id_1368	simian retrovirus	サルレトロウイルス（SRV）	2021-09-12	
lexisDic-id_1369	SRV	SRV（サルレトロウイルス）	2021-09-12	
lexisDic-id_1370	simian T-cell lymphotropic virus	サルT細胞白血病ウイルス（STLV）	2021-09-12	
lexisDic-id_1371	STLV	STLV（サルT細胞白血病ウイルス）	2021-09-12	
lexisDic-id_1372	simian immunodeficiency virus	サル免疫不全ウイルス（SIV）	2021-09-12	
lexisDic-id_1373	SIV	SIV（サル免疫不全ウイルス）	2021-09-12	
lexisDic-id_1374	simian foamy virus	サル泡沫状ウイルス（SFV）	2021-09-12	
lexisDic-id_1375	SFV	SFV（サル泡沫状ウイルス）	2021-09-12	
lexisDic-id_1376	Antibody	抗体	2021-09-12	
lexisDic-id_1377	seroprevalence	血清有病率	2021-09-12	
lexisDic-id_1378	94.9	94.9	2021-09-12	
lexisDic-id_1379	37	37	2021-09-12	
lexisDic-id_1380	89.7	89.7	2021-09-12	
lexisDic-id_1381	64.1	64.1	2021-09-12	
lexisDic-id_1382	25	25	2021-09-12	
lexisDic-id_1383	97.4	97.4	2021-09-12	
lexisDic-id_1384	38	38	2021-09-12	
lexisDic-id_1385	contact	距離が近い	2021-09-12	
lexisDic-id_1386	macaques	（アカゲ）ザル	2021-09-12	
lexisDic-id_1387	Swoyambhu (Swayambhu)	スワヤンブナート（寺院）	2021-09-12	
lexisDic-id_1388	primateborne	霊長目がもつ	2021-09-12	2021-09-29
lexisDic-id_1389	reduce contact	適切な距離を保つ	2021-09-12	
lexisDic-id_1390	primates	霊長目がもつ	2021-09-12	2021-09-29
lexisDic-id_1391	more than 1 200	1200以上	2021-09-12	
lexisDic-id_1392	species	種	2021-09-12	
lexisDic-id_1393	flying foxes	オオコウモリ	2021-09-12	
lexisDic-id_1394	diverse	多様	2021-09-12	
lexisDic-id_1395	Mammals	哺乳綱/哺乳類	2021-09-12	2021-09-29
lexisDic-id_1396	Rodents	齧歯目	2021-09-12	2021-09-29
lexisDic-id_1397	insectivorous	食虫性	2021-09-12	
lexisDic-id_1398	others	コウモリ	2021-09-12	
lexisDic-id_1399	frugivorous	果食性	2021-09-12	
lexisDic-id_1400	few of them	コウモリ	2021-09-12	
lexisDic-id_1401	hematophagous	吸血性	2021-09-12	
lexisDic-id_1402	Some of these animals	コウモリ	2021-09-12	
lexisDic-id_1403	fly	飛行	2021-09-12	
lexisDic-id_1404	night	夜行性	2021-09-12	
lexisDic-id_1405	crepuscular	薄明薄暮性	2021-09-12	
lexisDic-id_1406	diurnal	昼行性	2021-09-12	
lexisDic-id_1407	Some	コウモリ	2021-09-12	
lexisDic-id_1408	long	長い	2021-09-12	2021-10-13
lexisDic-id_1409	distances	距離	2021-09-12	
lexisDic-id_1410	seasonal	季節性	2021-09-12	
lexisDic-id_1411	migrations	わたり	2021-09-12	
lexisDic-id_1412	Many species	コウモリ	2021-09-12	
lexisDic-id_1413	colonial	植民地時代	2021-09-12	
lexisDic-id_1414	cave	洞窟	2021-09-12	
lexisDic-id_1415	small home range	密集	2021-09-12	
lexisDic-id_1416	solitary	単独	2021-09-12	
lexisDic-id_1417	terrestrial	陸生	2021-09-12	
lexisDic-id_1418	biotic communities	生物群集	2021-09-12	
lexisDic-id_1419	ecosystem	生態系	2021-09-12	
lexisDic-id_1420	ecology	生態学	2021-09-12	
lexisDic-id_1421	diversity	多様性	2021-09-12	
lexisDic-id_1422	biology	生物学	2021-09-12	
lexisDic-id_1423	lifestyles	生活様式	2021-09-12	
lexisDic-id_1424	More than sixty	60以上	2021-09-12	
lexisDic-id_1425	Lyssavirus	リッサウイルス	2021-09-12	
lexisDic-id_1426	Rhabdoviridae	ラブドウイルス科	2021-09-12	
lexisDic-id_1427	Nipah	ニパ（ウイルス）	2021-09-12	
lexisDic-id_1428	Hendra viruses	ヘンドラウイルス	2021-09-12	
lexisDic-id_1429	viruses	（ニパ）ウイルス	2021-09-12	
lexisDic-id_1430	Paramyxoviridae	パラミクソウイルス科	2021-09-12	
lexisDic-id_1431	Marburg viruses	マールブルグウイルス	2021-09-12	
lexisDic-id_1432	Filoviridae	フィロウイルス科	2021-09-12	
lexisDic-id_1433	Coronaviridae	コロナウイルス科	2021-09-12	
lexisDic-id_1434	zoonotic	人獣共通感染症の	2021-09-12	
lexisDic-id_1435	disseminators	媒介者	2021-09-12	
lexisDic-id_1436	diseases	（ウイルス性）人獣共通感染症	2021-09-12	
lexisDic-id_1437	others	ウイルス	2021-09-12	
lexisDic-id_1438	viral infections	ウイルス感染	2021-09-12	
lexisDic-id_1439	persistence	持続	2021-09-12	
lexisDic-id_1440	exchange	交換	2021-09-12	
lexisDic-id_1441	virus	ウイルス	2021-09-12	
lexisDic-id_1442	migrating	わたり	2021-09-12	
lexisDic-id_1443	non	しない	2021-09-12	
lexisDic-id_1444	species	コウモリ	2021-09-12	
lexisDic-id_1445	viral zoonoses	ウイルス性人獣共通感染症	2021-09-12	
lexisDic-id_1446	extreme	非常に	2021-09-12	
lexisDic-id_1447	longevity	長寿	2021-09-12	
lexisDic-id_1448	population size	個体数	2021-09-12	
lexisDic-id_1449	densities	密度	2021-09-12	
lexisDic-id_1450	crowded roosting behavior	密集就塒行動	2021-09-12	
lexisDic-id_1451	population structure	集団構成	2021-09-12	
lexisDic-id_1452	hibernation	冬眠	2021-09-12	
lexisDic-id_1453	overwintering	越冬	2021-09-12	
lexisDic-id_1454	innate	先天性（免疫応答）	2021-09-12	
lexisDic-id_1455	acquired immune response	後天性免疫応答	2021-09-12	
lexisDic-id_1456	immune response	（先天性）免疫応答	2021-09-12	
lexisDic-id_1457	persistent	持続	2021-09-12	
lexisDic-id_1458	virus infections	ウイルス感染	2021-09-12	
lexisDic-id_1459	immunopathological consequences	免疫病理学的結果	2021-09-12	
lexisDic-id_1460	physicians	（獣）医	2021-09-12	
lexisDic-id_1461	physicians	（獣）医	2021-09-12	
lexisDic-id_1462	specialists	（野生動物の）専門家	2021-09-12	
lexisDic-id_1463	specialists	（野生動物の）専門家	2021-09-12	
lexisDic-id_1464	wild fauna	野性動物	2021-09-12	
lexisDic-id_1465	ecologists	生態学者	2021-09-12	
lexisDic-id_1466	ecologic changes	生態学的変化	2021-09-12	
lexisDic-id_1467	foresee	予測	2021-09-12	
lexisDic-id_1468	emergences	出現	2021-09-12	2021-10-01
lexisDic-id_1469	physicians	（ヒトの）医者	2021-09-12	
lexisDic-id_1470	physicians	（ヒトの）医者	2021-09-12	
lexisDic-id_1471	immune mechanisms	免疫機構	2021-09-12	
lexisDic-id_1472	so	非常に	2021-09-12	
lexisDic-id_1473	ecologic	生態学	2021-09-12	
lexisDic-id_1474	seed dispersal	種子散布	2021-09-12	
lexisDic-id_1475	pest control	害虫駆除	2021-09-12	
lexisDic-id_1476	paramyxoviruses	パラミクソウイルス（科）	2021-09-12	
lexisDic-id_1477	filoviruses	フィロウイルス（科）	2021-09-12	
lexisDic-id_1478	lyssaviruses	リッサウイルス	2021-09-12	
lexisDic-id_1479	evolutionary	進化的	2021-09-12	
lexisDic-id_1480	long lifespans	長寿	2021-09-12	
lexisDic-id_1481	gregarious roosting behaviors	密集就塒行動	2021-09-12	
lexisDic-id_1482	Every year	毎年	2021-09-12	
lexisDic-id_1483	festival	祭り	2021-09-12	
lexisDic-id_1484	Idanre	イダンレ	2021-09-12	
lexisDic-id_1485	males	男性	2021-09-12	
lexisDic-id_1486	all ages	全年齢	2021-09-12	
lexisDic-id_1487	caves	洞窟	2021-09-12	
lexisDic-id_1488	capture	捕獲	2021-09-12	
lexisDic-id_1489	forbidden	禁止	2021-09-12	
lexisDic-id_1490	outside	以外	2021-09-12	
lexisDic-id_1491	festivities	祭り	2021-09-12	
lexisDic-id_1492	participants	参加者	2021-09-12	
lexisDic-id_1493	rarely	ほぼない	2021-09-12	
lexisDic-id_1494	hunters	捕獲者	2021-09-12	
lexisDic-id_1495	scratches	ひっかかれる	2021-09-12	
lexisDic-id_1496	bites	噛まれる	2021-09-12	
lexisDic-id_1497	presented	ささげる	2021-09-12	
lexisDic-id_1498	dignitaries	高位の人	2021-09-12	
lexisDic-id_1499	elaborate	凝った	2021-09-12	
lexisDic-id_1500	rituals	儀式	2021-09-12	
lexisDic-id_1501	health consequences	健康への影響	2021-09-12	
lexisDic-id_1502	Nigerian	ナイジェリア連邦共和国の	2021-09-12	
lexisDic-id_1503	pegiviruses	ペギウイルス	2021-09-12	
lexisDic-id_1504	Rousettus aegyptiacus	エジプトルーセットオオコウモリ	2021-09-12	
lexisDic-id_1505	bats	（エジプトルーセットオオ）コウモリ	2021-09-12	
lexisDic-id_1506	Marburg virus	マールブルグウイルス	2021-09-12	
lexisDic-id_1507	ancestral	祖先型	2021-09-15	
lexisDic-id_1508	hosts	宿主	2021-09-15	
lexisDic-id_1509	deadly	致命的な	2021-09-15	
lexisDic-id_1510	SARS-CoV-2 coronavirus	SARS-CoV-2コロナウイルス	2021-09-15	
lexisDic-id_1511	tolerate	耐える	2021-09-15	
lexisDic-id_1512	ill effects	悪影響	2021-09-15	
lexisDic-id_1513	live	生きる	2021-09-15	
lexisDic-id_1514	much	はるかに	2021-09-15	
lexisDic-id_1515	longer	長く	2021-09-15	
lexisDic-id_1516	similar-sized	同じサイズの	2021-09-15	
lexisDic-id_1517	land	陸生	2021-09-15	
lexisDic-id_1518	contributing	貢献	2021-09-15	
lexisDic-id_1519	age-related	加齢性（疾患）	2021-09-15	
lexisDic-id_1520	diseases	（加齢性）疾患	2021-09-15	
lexisDic-id_1521	temperature	温度	2021-09-15	
lexisDic-id_1522	pathogenesis	狂犬病ウイルス	2021-09-15	
lexisDic-id_1523	rabies	狂犬病	2021-09-15	
lexisDic-id_1524	experimentally	実験的	2021-09-15	
lexisDic-id_1525	infected	感染	2021-09-15	
lexisDic-id_1526	Mexican free-tailed bat	メキシコオヒキコウモリ	2021-09-15	
lexisDic-id_1527	Tadarida mexicana	メキシコオヒキコウモリ	2021-09-15	
lexisDic-id_1528	little brown bat	トビイロホオヒゲコウモリ	2021-09-15	
lexisDic-id_1529	Myotis lucifugus	トビイロホオヒゲコウモリ	2021-09-15	
lexisDic-id_1530	little	ほとんど	2021-09-15	
lexisDic-id_1531	viral multiplication	ウイルス増殖	2021-09-15	
lexisDic-id_1532	inactive	活動状態にない	2021-09-15	
lexisDic-id_1533	host	トビイロホオヒゲコウモリ	2021-09-15	
lexisDic-id_1534	host	メキシコオヒキコウモリ	2021-09-15	
lexisDic-id_1535	canine rabies street virus	狂犬病ウイルス（街上毒、野生株）	2021-09-15	
lexisDic-id_1536	produced	ひきおこした	2021-09-15	
lexisDic-id_1537	strain	狂犬病ウイルス（59VI3B株）	2021-09-15	
lexisDic-id_1538	little brown bats	トビイロホオヒゲコウモリ	2021-09-15	
lexisDic-id_1539	canine rabies virus	イヌ由来狂犬病ウイルス	2021-09-15	
lexisDic-id_1540	encephalitic disease	脳炎	2021-09-15	
lexisDic-id_1541	overt	明らかな	2021-09-15	
lexisDic-id_1542	symptoms	症状	2021-09-15	
lexisDic-id_1543	bats	（トビイロホオヒゲ）コウモリ	2021-09-15	
lexisDic-id_1544	bats	（メキシコオヒキ）コウモリ	2021-09-15	
lexisDic-id_1545	bat rabies virus	コウモリ由来狂犬病ウイルス（59VI3B株）	2021-09-15	
lexisDic-id_1546	producing	ひきおこす	2021-09-15	
lexisDic-id_1547	encephalomyelitic disease	脳脊髄炎	2021-09-15	
lexisDic-id_1548	infrequent	稀な	2021-09-15	
lexisDic-id_1549	greater	大きい	2021-09-15	
lexisDic-id_1550	predilection	向性	2021-09-15	
lexisDic-id_1551	brown adipose tissue	褐色脂肪組織	2021-09-15	
lexisDic-id_1552	canine strain	イヌ株	2021-09-15	
lexisDic-id_1553	hibernating	冬眠	2021-09-15	
lexisDic-id_1554	animals	トビイロホオヒゲコウモリ	2021-09-15	
lexisDic-id_1555	animals	メキシコオヒキコウモリ	2021-09-15	
lexisDic-id_1556	after a period of latency	潜伏期間の後	2021-09-15	
lexisDic-id_1557	latency	潜伏期間	2021-09-15	
lexisDic-id_1558	dormant	睡眠状態	2021-09-15	
lexisDic-id_1559	animal	動物	2021-09-15	
lexisDic-id_1560	activated	活性化	2021-09-15	
lexisDic-id_1561	reach	到達	2021-09-15	
lexisDic-id_1562	salivary gland	唾液腺	2021-09-15	
lexisDic-id_1563	animals	動物	2021-09-15	
lexisDic-id_1564	Fruit	果実（食）	2021-09-15	2021-09-29
lexisDic-id_1565	provide	提供	2021-09-15	
lexisDic-id_1566	pollination	受粉	2021-09-15	
lexisDic-id_1567	coevolutionary	共進化	2021-09-15	
lexisDic-id_1568	chiropterophilous	コウモリ媒花	2021-09-15	
lexisDic-id_1569	plants	植物	2021-09-15	
lexisDic-id_1570	endangered	絶滅危惧	2021-09-15	
lexisDic-id_1571	island flying fox	ヒメオオコウモリ	2021-09-15	2021-09-29
lexisDic-id_1572	Pteropus hypomelanus	ヒメオオコウモリ	2021-09-15	2021-09-29
lexisDic-id_1573	durian	ドリアン	2021-09-15	
lexisDic-id_1574	Durio zibethinus	ドリアン	2021-09-15	
lexisDic-id_1575	economically	経済的に	2021-09-15	
lexisDic-id_1576	Southeast Asia	東南アジア	2021-09-15	
lexisDic-id_1577	at least nine	少なくとも9	2021-09-15	
lexisDic-id_1578	mutualistic	相利共生	2021-09-15	
lexisDic-id_1579	flowers	花	2021-09-15	
lexisDic-id_1580	positive	プラスの	2021-09-15	
lexisDic-id_1581	mature	成熟	2021-09-15	
lexisDic-id_1582	pollinators	花粉媒介者	2021-09-15	
lexisDic-id_1583	trees	（ドリアンの）木	2021-09-15	
lexisDic-id_1584	semi-wild	半野生	2021-09-15	
lexisDic-id_1585	tall	背の高い	2021-09-15	
lexisDic-id_1586	Flying foxes	オオコウモリの1種	2021-09-15	
lexisDic-id_1587	enhancing	高める	2021-09-15	
lexisDic-id_1588	reproductive	繁殖	2021-09-15	
lexisDic-id_1589	ecological	生態学的	2021-09-15	
lexisDic-id_1590	economic	経済的	2021-09-15	
lexisDic-id_1591	Agave cocui	リュウゼツラン	2021-09-15	
lexisDic-id_1592	Agavaceae	アガベ	2021-09-15	
lexisDic-id_1593	arid	乾燥	2021-09-15	
lexisDic-id_1594	semiarid	半乾燥	2021-09-15	
lexisDic-id_1595	Venezuela	ベネズエラ・ボリバル共和国	2021-09-15	
lexisDic-id_1596	Colombia	コロンビア共和国	2021-09-15	
lexisDic-id_1597	wildlife	野性動物	2021-09-15	
lexisDic-id_1598	spirit drink	スピリッツ（アルコール）	2021-09-15	
lexisDic-id_1599	species	リュウゼツラン	2021-09-15	
lexisDic-id_1600	nectar	花蜜	2021-09-15	
lexisDic-id_1601	corridor	回廊	2021-09-15	
lexisDic-id_1602	Western	西	2021-09-15	
lexisDic-id_1603	Coast	海岸	2021-09-15	
lexisDic-id_1604	islands	島々	2021-09-15	
lexisDic-id_1605	Andean	アンデス	2021-09-15	
lexisDic-id_1606	birds	トリ	2021-09-15	
lexisDic-id_1607	agave	リュウゼツラン	2021-09-15	
lexisDic-id_1608	ecosystems	生態系	2021-09-15	
lexisDic-id_1609	economies	経済的	2021-09-15	
lexisDic-id_1610	natural	自然の	2021-09-15	
lexisDic-id_1611	pest-control agents	害虫駆除	2021-09-15	
lexisDic-id_1612	seed dispersers	種子散布	2021-09-15	
lexisDic-id_1613	pesticides	農薬	2021-09-15	
lexisDic-id_1614	chromosome breakage	染色体の破壊	2021-09-15	
lexisDic-id_1615	mis	誤	2021-09-15	
lexisDic-id_1616	segregation	分離	2021-09-15	
lexisDic-id_1617	micronucleus	小核の形成	2021-09-15	
lexisDic-id_1618	roosting	ねぐらにする	2021-09-15	
lexisDic-id_1619	disturbance	攪乱	2021-09-15	
lexisDic-id_1620	agriculture	農業	2021-09-15	
lexisDic-id_1621	human settlements	ヒトの居住地	2021-09-15	
lexisDic-id_1622	Colima	コリマ州	2021-09-15	
lexisDic-id_1623	Jalisco	ハリスコ州	2021-09-15	
lexisDic-id_1624	west central	中西部	2021-09-15	
lexisDic-id_1625	Mexico	メキシコ合衆国	2021-09-15	
lexisDic-id_1626	53	53	2021-09-15	
lexisDic-id_1627	EVD	EVD（エボラウイルス病）	2021-09-26	
lexisDic-id_1628	specific treatment	治療法	2021-09-26	
lexisDic-id_1629	Supportive care	支持療法	2021-09-26	
lexisDic-id_1630	management of complications	合併症の管理	2021-09-26	
lexisDic-id_1631	complications	合併症	2021-09-26	
lexisDic-id_1632	case management	症例管理	2021-09-26	
lexisDic-id_1633	infection prevention	感染予防	2021-09-26	
lexisDic-id_1634	control practices	実践	2021-09-26	
lexisDic-id_1635	good	優れた	2021-09-26	
lexisDic-id_1636	laboratory service	検査	2021-09-26	
lexisDic-id_1637	social	社会の	2021-09-26	
lexisDic-id_1638	community mobilization	地域社会の動員	2021-09-26	
lexisDic-id_1639	mobilization	動員	2021-09-26	
lexisDic-id_1640	emerging diagnostic technologies	新しい診断技術	2021-09-26	
lexisDic-id_1641	rapid viral characterization	ウイルスの迅速診断	2021-09-26	
lexisDic-id_1642	geospatial mapping	地理空間マッピング	2021-09-26	
lexisDic-id_1643	new treatments	新しい治療法	2021-09-26	
lexisDic-id_1644	vaccines	（エボラウイルス病）ワクチン	2021-09-26	
lexisDic-id_1645	acute	急性	2021-09-26	
lexisDic-id_1646	encephalitis	脳炎	2021-09-26	
lexisDic-id_1647	It	狂犬病	2021-09-26	
lexisDic-id_1648	59,000	59,000	2021-09-26	
lexisDic-id_1649	per	間	2021-09-26	
lexisDic-id_1650	year	年	2021-09-26	
lexisDic-id_1651	once	ひとたび	2021-09-26	
lexisDic-id_1652	signs	（発）症	2021-09-26	
lexisDic-id_1653	appear	発（症）	2021-09-26	
lexisDic-id_1654	prevalent	蔓延	2021-09-26	
lexisDic-id_1655	low to middle-income	低中所得	2021-09-26	
lexisDic-id_1656	Asia	アジア	2021-09-26	
lexisDic-id_1657	healthcare	医療	2021-09-26	
lexisDic-id_1658	vaccinated	（狂犬病）ワクチン	2021-09-26	
lexisDic-id_1659	commonplace	ありふれた	2021-09-26	
lexisDic-id_1660	transmitted	伝播される	2021-09-26	
lexisDic-id_1661	raccoons	アライグマ	2021-09-26	
lexisDic-id_1662	skunks	スカンク	2021-09-26	
lexisDic-id_1663	foxes	キツネ	2021-09-26	
lexisDic-id_1664	Domesticated	飼われている	2021-09-26	
lexisDic-id_1665	acquiring	罹患する	2021-09-26	
lexisDic-id_1666	carnivores	肉食動物	2021-09-26	
lexisDic-id_1667	coyotes	コヨーテ	2021-09-26	
lexisDic-id_1668	bobcats	ボブキャット	2021-09-26	
lexisDic-id_1669	mountain lions	ピューマ	2021-09-26	
lexisDic-id_1670	wolves	オオカミ	2021-09-26	
lexisDic-id_1671	bears	クマ	2021-09-26	
lexisDic-id_1672	woodchucks	ウッドチャック	2021-09-26	
lexisDic-id_1673	beavers	ビーバー	2021-09-26	
lexisDic-id_1674	also be considered	とみなす	2021-09-26	
lexisDic-id_1675	rabid	狂犬病	2021-09-26	
lexisDic-id_1676	unprovoked attack	攻撃をしてくる	2021-09-26	
lexisDic-id_1677	person	ヒト	2021-09-26	
lexisDic-id_1678	rabies vaccine	狂犬病ワクチン	2021-09-26	
lexisDic-id_1679	99	99	2021-09-26	
lexisDic-id_1680	promptly	即座	2021-09-26	
lexisDic-id_1681	pre-exposure prophylaxis	曝露前予防（投与）	2021-09-26	
lexisDic-id_1682	PrEP	PrEP（曝露前予防（投与））	2021-09-26	
lexisDic-id_1683	post-exposure prophylaxis	曝露後予防（投与）	2021-09-26	
lexisDic-id_1684	PEP	PEP（曝露後予防（投与））	2021-09-26	
lexisDic-id_1685	interactions	相互作用	2021-09-26	
lexisDic-id_1686	rural	農村部	2021-09-26	
lexisDic-id_1687	Ghana	ガーナ共和国	2021-09-26	
lexisDic-id_1688	2011	2011年	2021-09-26	
lexisDic-id_1689	2012	2012年	2021-09-26	
lexisDic-id_1690	46.6	46.6	2021-09-26	
lexisDic-id_1691	respondents	回答者	2021-09-26	
lexisDic-id_1692	37.4	37.4	2021-09-26	
lexisDic-id_1693	bitten	噛まれる	2021-09-26	
lexisDic-id_1694	scratched	ひっかかれる	2021-09-26	
lexisDic-id_1695	exposed	浴びる	2021-09-26	
lexisDic-id_1696	urine	尿	2021-09-26	
lexisDic-id_1697	45.6	45.6	2021-09-26	
lexisDic-id_1698	ate	食べる	2021-09-26	
lexisDic-id_1699	meat	肉	2021-09-26	
lexisDic-id_1700	Companion animals	コンパニオンアニマル	2021-09-26	
lexisDic-id_1701	guinea pigs	モルモット	2021-09-26	
lexisDic-id_1702	reptiles	爬虫類	2021-09-26	
lexisDic-id_1703	ornamental	観賞（魚）	2021-09-26	
lexisDic-id_1704	fish	（観賞）魚	2021-09-26	
lexisDic-id_1705	food production animal species	食料生産動物種	2021-09-26	
lexisDic-id_1706	domestic pigs	（飼育）ブタ	2021-09-26	
lexisDic-id_1707	food production animals	食料生産動物	2021-09-26	
lexisDic-id_1708	health	健康	2021-09-26	
lexisDic-id_1709	138	138	2021-09-26	
lexisDic-id_1710	infecting	（ウイルス）感染	2021-09-26	
lexisDic-id_1711	food production animal	食料生産動物	2021-09-26	
lexisDic-id_1712	59	59	2021-09-26	
lexisDic-id_1713	these	138	2021-09-26	
lexisDic-id_1714	infectious	感染する	2021-09-26	
lexisDic-id_1715	human beings	ヒト	2021-09-26	
lexisDic-id_1716	135	135	2021-09-26	
lexisDic-id_1717	food production mammals	食料生産（哺乳）動物	2021-09-26	
lexisDic-id_1718	22	22	2021-09-26	
lexisDic-id_1719	food production fishes	食料生産魚	2021-09-26	2021-09-29
lexisDic-id_1720	highest concern	（リンパ球性脈絡髄膜炎）	2021-09-26	
lexisDic-id_1721	highest concern	（インフルエンザウイルス（A型））	2021-09-26	
lexisDic-id_1722	highest concern	ロタウイルス感染症（感染性胃腸炎）	2021-09-26	
lexisDic-id_1723	highest concern	牛痘ウイルス感染症	2021-09-26	
lexisDic-id_1724	highest concern	E型肝炎	2021-09-26	
lexisDic-id_1725	highest concern	リッサウイルス感染症	2021-09-26	
lexisDic-id_1726	highest concern	（ウイルス性肝炎）	2021-09-26	
lexisDic-id_1727	highest concern	ウイルス性肝炎	2021-09-26	
lexisDic-id_1728	highest concern	ダニ媒介脳炎	2021-09-26	
lexisDic-id_1729	highest concern	ウエストナイルウイルス病	2021-09-26	
lexisDic-id_1730	highest concern	狂犬病	2021-09-26	
lexisDic-id_1731	highest concern	（昆虫媒介性ウイルス感染症の１種、タヒナ）	2021-09-26	
lexisDic-id_1732	highest concern	ハンタウイルス肺症候群	2021-09-26	
lexisDic-id_1733	highest concern	クリミア・コンゴ出血熱	2021-09-26	
lexisDic-id_1734	hantaviruses	ハンタウイルス	2021-09-26	
lexisDic-id_1735	Tahyna virus	タヒナウイルス	2021-09-26	
lexisDic-id_1736	West Nile virus	ウエストナイルウイルス	2021-09-26	
lexisDic-id_1737	tick-borne encephalitis virus	ダニ媒介脳炎ウイルス	2021-09-26	
lexisDic-id_1738	Crimean-Congo haemorrhagic fever virus	クリミア・コンゴ出血熱ウイルス	2021-09-26	
lexisDic-id_1739	Aichi virus	アイチウイルス	2021-09-26	
lexisDic-id_1740	European bat lyssavirus	ヨーロッパコウモリリッサウィルス	2021-09-26	
lexisDic-id_1741	hepatitis E virus	E型肝炎ウイルス	2021-09-26	
lexisDic-id_1742	cowpox virus	牛痘ウイルス	2021-09-26	
lexisDic-id_1743	G5 rotavirus	G5ロタウイルス	2021-09-26	
lexisDic-id_1744	influenza A virus	A型インフルエンザウイルス	2021-09-26	
lexisDic-id_1745	lymphocytic choriomeningitis virus	リンパ球性脈絡髄膜炎ウイルス	2021-09-26	
lexisDic-id_1746	highest concern	馬伝染性貧血	2021-09-26	
lexisDic-id_1747	highest concern	小反芻獣疫	2021-09-26	
lexisDic-id_1748	highest concern	（ウマヘルペスウイルス9型による）感染症	2021-09-26	
lexisDic-id_1749	highest concern	豚熱	2021-09-26	
lexisDic-id_1750	highest concern	ブタ離乳後多臓器性発育不良症候群/全身性消耗症候群	2021-09-26	
lexisDic-id_1751	highest concern	リフトバレー熱	2021-09-26	
lexisDic-id_1752	highest concern	ランピースキン病	2021-09-26	
lexisDic-id_1753	highest concern	口蹄疫	2021-09-26	
lexisDic-id_1754	highest concern	アフリカ豚熱	2021-09-26	
lexisDic-id_1755	highest concern	ブルータング	2021-09-26	
lexisDic-id_1756	bluetongue virus	ブルータングウイルス	2021-09-26	
lexisDic-id_1757	African swine fever virus	アフリカ豚熱ウイルス	2021-09-26	
lexisDic-id_1758	foot-and-mouth disease virus	口蹄疫ウイルス	2021-09-26	
lexisDic-id_1759	lumpy skin disease virus	ランピースキン病ウイルス	2021-09-26	
lexisDic-id_1760	Rift Valley fever virus	リフトバレー熱ウイルス	2021-09-26	
